D/G/ID,Practice,Region,Country,CRM,Customer,Proj desc,Loc,Status,Status Category,Wt.,Type,Role,CUR,Rate in base,Rate in EUR,A,CY23- UWt. Rev,Jan'23-WD,Jan'23- HC,Jan'23- UWt. Rev,Feb'23- WD,Feb'23- HC,Feb'23- UWt. Rev,Mar'23- WD,Mar'23- HC,Mar'23- UWt. Rev,Apr'23- WD,Apr'23- HC,Apr'23- UWt. Rev,May'23- WD,May'23- HC,May'23- UWt. Rev,Jun'23- WD,Jun'23- HC,Jun'23- UWt. Rev,Jul'23- WD,Jul'23- HC,Jul'23- UWt. Rev,Aug'23- WD,Aug'23- HC,Aug'23- UWt. Rev,Sep'23- WD,Sep'23- HC,Sep'23- UWt. Rev,Oct'23- WD,Oct'23- HC,Oct'23- UWt. Rev,Nov'23- WD,Nov'23- HC,Nov'23- UWt. Rev,Dec'23- WD,Dec'23- HC,Dec'23- UWt. Rev,B,Q1'23- Un. Wt. Rev,Q2'23- Un. Wt. Rev,Q3'23- Un. Wt. Rev,Q4'23- Un. Wt. Rev,Q1'22+Q2'22,CY'23 Wt. Total,Jan'23- Wt. Rev,Feb'23- Wt. Rev,Mar'23- Wt. Rev,Apr'23- Wt. Rev,May'23- Wt. Rev,Jun'23- Wt. Rev,Jul'23- Wt. Rev,Aug'23- Wt. Rev,Sep'23- Wt. Rev,Oct'23- Wt. Rev,Nov'23- Wt. Rev,Dec'23- Wt. Rev,Q1'23-Wt.Rev,Q2'23- Wt.Rev,Q3'23- Wt.Rev,Q4'23- Wt.Rev,C,CY - HC,Q1'23-HC,Q2'23- HC,Q3'23- HC,Q4'23- HC,D,CY target,Jan'23- Target,Feb'23- Target,Mar'23- Target,Apr'23- Target,May'23- Target,Jun'23- Target,Jul'23- Target,Aug'23- Target,Sep'23- Target,Oct'23- Target,Nov'23- Target,Dec'23- Target,Q1'23- Target,Q2'23- Target,Q3'23- Target,Q4'23- Target,E,Entity,Proposal/ Opp Type,Revenue Bucket,Engg/Tech,KAM,Partner,GTM Category,External/Internal,Signed SoW/PO,Proposal Value in Base currency,Proposal Cost in Base currency,Proposal Cost in Base currency(PM),Proposal Value in EUR,Proposal Cost in EUR,Proposal Cost in EUR(PM),S OM%,S PM%,Gross Revenue,Gross Margin,A OM%,Project Margin,A PM %,Target Value,Targe Cost,G OM%,F,Project code,Service Types,Service category,Digital/ Non digital,CBU Mapping
Direct,Banking,APAC,Philippines,Ron,City Savings Bank,CSB - Data Hive & Reports,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,,USD,140.54,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,12.0,2.0,0.0,10.0,3.0,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,3.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,New,Backlog,Tech,Rest,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,,Performance Testing,Specialized Testing Services,Digital,Quality Engineering
Direct,Banking,APAC,Philippines,Ron,City Savings Bank,Swiftpay Testing services for City Savings,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.25,Fixed,,USD,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,New,Wt. Pipeline,Tech,Rest,,Keep,External,,2145000.0,2185578.5474620312,1815264.5743040126,0,0,0,0,0,,,0,,0,,,0,,TBC,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,C&P,APAC,Singapore,Seetha,DBS Singapore,Faximme Installation,OO,4 - Closed Won,Actuals/FC,1.0,Fixed,,USD,,0,,,,0,1269.6861283364078,,0.0,1269.6861283364087,,0.0,3121.2081283364078,,0,-366.65487166359253,,0.0,1271.433468,,0.0,1271.0,,0.0,,,0.0,,,0.0,,,,0.0,,,0.0,,,0.0,,5660.580385009224,2175.7785963364076,,0.0,,,1269.6861283364078,1269.6861283364087,3121.2081283364078,-366.65487166359253,1271.433468,1271.0,,,,0.0,0.0,0.0,5660.580385009224,2175.7785963364076,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Backlog,Tech,Rest,,Keep,External,,2145000.0,2185578.5474620312,1815264.5743040126,0,0,0,0,0,,,0,,0,,,0,,311667543368,Expleo Products/IP - FaXimme,Development,Digital,Quality Assurance
Direct,C&P,APAC,Singapore,Seetha,DBS Singapore,SF-061365/Faximme Resources,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.25,T&M,Senior Test Engineer(6 to 9),INR,14100,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,3.0,0.0,19.0,3.0,0.0,20.0,3.0,0.0,20,3.0,0.0,19.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,3.0,3.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Wt. Pipeline,Tech,Rest,,Keep,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,System Integration Testing (SIT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,C&P,APAC,Singapore,Seetha,DBS Singapore,SF-061365/Faximme Resources,Off,4 - Closed Won,Actuals/FC,1.0,T&M,Senior Test Engineer(9 to 12),INR,16900,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,1.0,0.0,21.0,1.0,0.0,19.0,1.0,0.0,20.0,1.0,0.0,20,1.0,0.0,20.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Rest,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,System Integration Testing (SIT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,C&P,APAC,Singapore,Seetha,DBS Singapore,SF-061365/Faximme Resources,Off,4 - Closed Won,Actuals/FC,1.0,T&M,Senior Test Engineer(6 to 9),INR,14100,0,,0.0,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,2.0,0.0,21.0,2.0,0.0,19.0,2.0,0.0,20.0,2.0,0.0,20,2.0,0.0,20.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,2.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Rest,,Keep,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,System Integration Testing (SIT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Banking,APAC,Philippines,Ron,Filinvest Development Corp,SF-065583/RPA services for Filinvest,Off,1 - Plan & Build Solution,Actuals/FC,0.1,T&M,,USD,,0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,New,Wt. Pipeline,Tech,Rest,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,"RPA - Design, develop, build, test and deploy BOTs",New Gen Services,Digital,Digital and Emerging Services
Direct,Insurance,APAC,Singapore,Seetha,FWD Insurance Singapore,SF-064873/Data Governance,Off,1 - Plan & Build Solution,Actuals/FC,0.1,T&M,,SGD,,0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,New,Wt. Pipeline,Tech,Rest,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,Data Services - Test Data Management,New Gen Services,Digital,Digital and Emerging Services
Direct,Banking,APAC,Philippines,Ron,GoTyme Bank,SF-061549/Metric Stream Operational risk management solution,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.5,Fixed,,USD,,0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,New,Wt. Pipeline,Tech,Rest,Partner - Metricstream,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,C&P,APAC,Singapore,Seetha,Helius Computech India Private Limited,Helius-Tech - Switch Testing,Off,4 - Closed Won,Actuals/FC,1.0,T&M,Test Engineer,INR,10260,0,,0.0,,1,,,1.0,0.0,,1.0,0.0,,1,0.0,,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Backlog,Tech,Rest,,Keep,External,,,,,0,0,0,0,0,,,0,,0,,,0,,312613143420,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,C&P,APAC,Singapore,Seetha,Helius Computech India Private Limited,Helius-Tech - Switch Testing,Off,4 - Closed Won,Actuals/FC,1.0,T&M,Test Lead,INR,14749,0,,0.0,,2,,,2.0,0.0,,2.0,0.0,,2,0.0,,2.0,0.0,,,0.0,20.0,2.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Backlog,Tech,Rest,,Keep,External,,5040000.0,4397874.0,3705032.8559393426,0,0,0,0,0,,,0,,0,,,0,,312613143420,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,C&P,APAC,Singapore,Seetha,Helius Computech India Private Limited,Helius-Tech - Switch Testing,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.25,T&M,Test Lead,INR,14749,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Wt. Pipeline,Tech,Rest,,Keep,External,,,,,0,0,0,0,0,,,0,,0,,,0,,,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,C&P,APAC,Singapore,Seetha,Helius Computech India Private Limited,Helius-Tech - Switch Testing,Off,4 - Closed Won,Actuals/FC,1.0,T&M,Test Lead,INR,22004,0,,62616.37236650926,,1,10920.768252815109,,1.0,12246.276788957503,,1.0,12160.0,,1,12374.069197239376,,1.0,9060.258127497276,,2.0,5855.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,35327.04504177261,27289.327324736652,0.0,0.0,0.0,62616.37236650926,10920.768252815109,12246.276788957503,12160.0,12374.069197239376,9060.258127497276,5855.0,0.0,0.0,0.0,0.0,0.0,0.0,35327.04504177261,27289.327324736652,0.0,0.0,,2.0,1.0,2.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Backlog,Tech,Rest,,Keep,External,,5040000.0,4397874.0,3705032.8559393426,0,0,0,0,0,,,0,,0,,,0,,312613143420,User Acceptance Testing (UAT),Traditional Testing Services,Non Digital,Quality Assurance
Direct,Insurance,APAC,Singapore,Seetha,III,Claims,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.5,Fixed,,SGD,490,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,15.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Wt. Pipeline,Tech,Rest,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,,Performance Testing,Specialized Testing Services,Digital,Quality Engineering
Direct,Insurance,APAC,Singapore,Seetha,III,Performance Engineering,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,Senior Test Manager,SGD,490,0,,5128.83,,,,,,0.0,,1.0,5128.83,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,5128.83,0.0,0.0,0.0,0.0,5128.83,0.0,0.0,5128.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5128.83,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Backlog,Tech,Rest,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,341613945027,Performance Engineering - Performance Tuning,New Gen Services,Digital,Quality Engineering
Direct,Banking,APAC,Philippines,Ron,Land Bank,SF-064784/GRC for Landbank,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.1,Fixed,,,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-Extn,Wt. Pipeline,Tech,Rest,,,External,,2508000.0,2131800.0,1780680.0,0,0,0,0,0,,,0,,0,,,0,,TBC,Development Services - Development of Web,Development,Digital,Digital and Emerging Services
Direct,Insurance,APAC,Singapore,Seetha,MSIG Insurance Singapore Pte. Ltd,Extension-RPA Implementation- Download of Marine Policy Documents,Off,4 - Closed Won,Actuals/FC,1.0,Fixed,,SGD,200,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,New,Backlog,Tech,Rest,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,TBC,"RPA - Design, develop, build, test and deploy BOTs",New Gen Services,Digital,Digital and Emerging Services
Direct,Insurance,APAC,Singapore,Seetha,MSIG Insurance Singapore Pte. Ltd,CR for Doc Handling RPA,Off,"3 - Submit Proposal, Negotiate & Close",Actuals/FC,0.7,Fixed,,SGD,8000,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,ESL,Ex-New,Shadow Backlog,Tech,,,,External,,,,,0,0,0,0,0,,,0,,0,,,0,,,"RPA - Design, develop, build, test and deploy BOTs",New Gen Services,Digital,Digital and Emerging Services
